Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13)
3.183861732778623e-11,0.05595639656,0.054,0.0,0.0,0.029731175036783256,0.8799979827226319,1.5483553155307221e-12,0.0,0.0,0.06599902017894776,0.0,4.034471360983874e-06,6.305725782518651e-07,6.378804120697461e-07,3.4555209554613037e-07,3.696378422168325e-09,8.182631706136705e-11
3.368768403355942e-11,0.05595639656,0.054,0.0,0.0,0.029730851955263295,0.8799978655903784,1.9604413311010952e-12,0.0,0.0,0.06599896588033258,0.0,4.2687248993725125e-06,6.637923422541994e-07,6.723992217326247e-07,3.6597573346487914e-07,4.351591695194784e-09,9.238303054072273e-11
3.553675073933261e-11,0.05595639656,0.054,0.0,0.0,0.029730529680575893,0.879997748460683,2.4481386489220735e-12,0.0,0.0,0.06599891198690583,0.0,4.5029726598114575e-06,6.964795874270534e-07,7.065215791446198e-07,3.8645829983050226e-07,5.075206911327433e-09,1.0352582902891197e-10
3.73858174451058e-11,0.05595639656,0.054,0.0,0.0,0.029730208240550986,0.8799976313335391,3.0195347846199866e-12,0.0,0.0,0.0659988585125958,0.0,4.737214660809999e-06,7.286160325839598e-07,7.402335777462582e-07,4.0700195893620946e-07,5.869412670074303e-09,1.1524110951871776e-10
3.923488415087899e-11,0.05595639656,0.054,0.0,0.0,0.029729887660952303,0.87999751420894,3.682955734453461e-12,0.0,0.0,0.06599880547029821,0.0,4.97145092142563e-06,7.601848413699476e-07,7.735223444334734e-07,4.276086684715909e-07,6.736191938963025e-09,1.2751490416968865e-10
4.108395085665218e-11,0.05595639656,0.054,0.0,0.0,0.029729567965464238,0.8799973970868793,4.446936936949821e-12,0.0,0.0,0.06599875287186957,0.0,5.205681461209349e-06,7.911706299577901e-07,8.06376046053106e-07,4.482801790054739e-07,7.677321449637133e-09,1.4033293132357048e-10
4.293301756242537e-11,0.05595639656,0.054,0.0,0.0,0.029729249175688553,0.8799972799673491,5.320194663713091e-12,0.0,0.0,0.06599870072812554,0.0,5.439906300143017e-06,8.215594678631649e-07,8.38783891041541e-07,4.6901803448558013e-07,8.694372110221758e-09,1.536806539794172e-10
4.478208426819856e-11,0.05595639656,0.054,0.0,0.0,0.02972893131115024,0.8799971628503429,6.311597745340446e-12,0.0,0.0,0.06599864904884373,0.0,5.674125458579689e-06,8.513388721764888e-07,8.707361264202585e-07,4.898235737069984e-07,9.788710386491182e-09,1.6754333496099587e-10
4.663115097397175e-11,0.05595639656,0.054,0.0,0.0,0.029728614389312364,0.8799970457358529,7.43013976602945e-12,0.0,0.0,0.06599859784277116,0.0,5.908338957191491e-06,8.804977955312472e-07,9.022240303708862e-07,5.10697932698278e-07,1.0961500601073626e-08,1.8190608421510587e-10
4.848021767974494e-11,0.05595639656,0.054,0.0,0.0,0.02972829842559916,0.8799969286238717,8.684912042829851e-12,0.0,0.0,0.06599854711763575,0.0,6.142546816920207e-06,9.0902660816959e-07,9.332399006317012e-07,5.316420479680141e-07,1.2213708093917275e-08,1.9675390287683035e-10
5.032928438551813e-11,0.05595639656,0.054,0.0,0.0,0.029727983433426964,0.8799968115143918,1.0085077593501473e-11,0.0,0.0,0.06599849688016178,0.0,6.3767490589262595e-06,9.369170745062206e-07,9.637770389865314e-07,5.526566605489094e-07,1.3546103181345592e-08,2.1207172843299083e-10
5.217835109129132e-11,0.05595639656,0.054,0.0,0.0,0.02972766942424245,0.8799966944074051,1.1639846109530694e-11,0.0,0.0,0.06599844713608877,0.0,6.610945704537191e-06,9.641623246160171e-07,9.938297321401359e-07,5.737423207727546e-07,1.495926584750661e-08,2.2784447991487333e-10
5.402741779706451e-11,0.05595639656,0.054,0.0,0.0,0.029727356407567365,0.8799965773029043,1.3358449939616457e-11,0.0,0.0,0.0659983978901941,0.0,6.845136775198705e-06,9.907568210825013e-07,1.023393229284557e-06,5.948993937082131e-07,1.645359110043986e-08,2.4405710018392965e-10
5.58764845028377e-11,0.05595639656,0.054,0.0,0.0,0.02972704439104939,0.879996460200881,1.5250121194549252e-11,0.0,0.0,0.06599834914631823,0.0,7.079322292428823e-06,1.0166963216522688e-06,1.0524637166644293e-06,6.16128065192363e-07,1.802929492401088e-08,2.6069459471130823e-10
5.7725551208610893e-11,0.05595639656,0.054,0.0,0.0,0.029726733380518254,0.8799963431013277,1.732407011449553e-11,0.0,0.0,0.06599830090739271,0.0,7.313502277773844e-06,1.041977838147369e-06,1.08103828945257e-06,6.374283483862195e-07,1.9686420756179333e-08,2.7774206816804406e-10
5.957461791438408e-11,0.05595639656,0.054,0.0,0.0,0.029726423380046767,0.8799962260042362,1.9589464763041368e-11,0.0,0.0,0.0659982531754707,0.0,7.547676752765345e-06,1.0665995920904293e-06,1.1091149212504e-06,6.588000907843045e-07,2.142484642390127e-08,2.951847595451676e-10
6.142368462015726e-11,0.05595639656,0.054,0.0,0.0,0.02972611439201579,0.8799961089095983,2.2055412045400464e-11,0.0,0.0,0.06599820595175943,0.0,7.781845738878904e-06,1.090560967493851e-06,1.1366924315272647e-06,6.802429816091289e-07,2.3244291465752034e-08,3.130080752393828e-10
6.327275132593045e-11,0.05595639656,0.054,0.0,0.0,0.029725806417182865,0.8799959918174066,2.4730940055601722e-11,0.0,0.0,0.06599815923665443,0.0,8.016009257495265e-06,1.1138624612555612e-06,1.163770451307199e-06,7.017565595231139e-07,2.5144324774965496e-08,3.3119761942146807e-10
6.512181803170363e-11,0.05595639656,0.054,0.0,0.0,0.029725499454753668,0.8799958747276526,2.7624981787906533e-11,0.0,0.0,0.06599811302977532,0.0,8.250167329863938e-06,1.136505631591493e-06,1.1903493874028918e-06,7.233402205926207e-07,2.7124372497720436e-08,3.4973922170588834e-10
6.697088473747681e-11,0.05595639656,0.054,0.0,0.0,0.029725193502455838,0.8799957576403284,3.0746360239910556e-11,0.0,0.0,0.0659980673300025,0.0,8.484319977068884e-06,1.1584930449201062e-06,1.216430385486424e-06,7.449932264413297e-07,2.918372612402392e-08,3.686189624898638e-10
6.881995144325e-11,0.05595639656,0.054,0.0,0.0,0.02972488855661453,0.8799956405554261,3.4103774898433974e-11,0.0,0.0,0.06599802213551517,0.0,8.718467219996204e-06,1.1798282215966988e-06,1.2420152922749572e-06,7.667147125331264e-07,3.132155071145141e-08,3.8782319608695216e-10
7.066901814902318e-11,0.05595639656,0.054,0.0,0.0,0.029724584612229283,0.8799955234729376,3.770578957725974e-11,0.0,0.0,0.06599797744382942,0.0,8.952609079304032e-06,1.2005155808750983e-06,1.2671066170962734e-06,7.885036965279822e-07,3.353689318530146e-08,4.073385715130947e-10
7.251808485479636e-11,0.05595639656,0.054,0.0,0.0,0.02972428166305154,0.8799954063928555,4.1560821578441895e-11,0.0,0.0,0.06599793325183725,0.0,9.186745575394744e-06,1.220560385452037e-06,1.2917074930839404e-06,8.103590866579443e-07,3.5828690662329905e-08,4.2715205083931023e-10
7.436715156056955e-11,0.05595639656,0.054,0.0,0.0,0.029723979701662545,0.8799952893151713,4.5677132153327087e-11,0.0,0.0,0.06599788955584525,0.0,9.420876728389426e-06,1.239968685925779e-06,1.315821638235573e-06,8.32279690074189e-07,3.8195778749037345e-08,4.472509252138566e-10
7.806528497211593e-11,0.05595639656,0.054,0.0,0.0,0.02972337870718943,0.8799950551669667,5.4725808588874064e-11,0.0,0.0,0.06599780363439423,0.0,9.889123084034143e-06,1.2769035858796354e-06,1.3626072998362208e-06,8.763113092581675e-07,4.3150710659408605e-08,4.882557462942611e-10
8.127050489591667e-11,0.05595639656,0.054,0.0,0.0,0.029722860924128604,0.8799948522353855,6.348845487030316e-11,0.0,0.0,0.06599773072542497,0.0,1.0294941133801208e-05,1.306926173262509e-06,1.4016269917849982e-06,9.146722012460501e-07,4.767620052507195e-08,5.246056191544152e-10
8.369229541868009e-11,0.05595639656,0.054,0.0,0.0,0.02972247157400852,0.8799946989096555,7.070116456918428e-11,0.0,0.0,0.06599767657885129,0.0,1.0601557454592321e-05,1.3284146433314204e-06,1.4301862906354326e-06,9.437737143713203e-07,5.1232791006737336e-08,5.525323815637029e-10
8.61140859414435e-11,0.05595639656,0.054,0.0,0.0,0.02972208380616072,0.8799945455879608,7.84413301791927e-11,0.0,0.0,0.06599762322718263,0.0,1.0908164806021333e-05,1.3488974476614348e-06,1.4579668205758488e-06,9.729718268924281e-07,5.490354284966851e-08,5.808301258047109e-10
8.853587646420692e-11,0.05595639656,0.054,0.0,0.0,0.029721697590018983,0.8799943922702854,8.67246013998962e-11,0.0,0.0,0.06599757065516706,0.0,1.1214763227480381e-05,1.3683973575964352e-06,1.4849838791847544e-06,1.0022627518190425e-06,5.868472352420105e-08,6.09476258522857e-10
9.095766698697033e-11,0.05595639656,0.054,0.0,0.0,0.02972131289337139,0.8799942389566133,9.556606351913913e-11,0.0,0.0,0.06599751884672891,0.0,1.1521352757135184e-05,1.3869381917038329e-06,1.5112535858986388e-06,1.0316425915598507e-06,6.257248782340447e-08,6.384493262049315e-10
9.337945750973375e-11,0.05595639656,0.054,0.0,0.0,0.02972092968260771,0.879994085646929,1.0498023656191776e-10,0.0,0.0,0.06599746778509206,0.0,1.1827933431898413e-05,1.4045446424537685e-06,1.5367927583062533e-06,1.061107362800546e-06,6.656290266680351e-08,6.677290092383055e-10
9.580124803249716e-11,0.05595639656,0.054,0.0,0.0,0.02972054792295109,0.8799939323412174,1.149810832907952e-10,0.0,0.0,0.06599741745289602,0.0,1.2134505287415424e-05,1.421242114822105e-06,1.5616187962582076e-06,1.090653019301941e-06,7.065196985327821e-08,6.972961051124908e-10
9.798085950298424e-11,0.05595639656,0.054,0.0,0.0,0.029720205550445477,0.8799937943694611,1.2449455070554314e-10,0.0,0.0,0.06599737276285791,0.0,1.2410412445355e-05,1.43551411545271e-06,1.5833672646752682e-06,1.1173098888537384e-06,7.441313778397033e-08,7.241372452115854e-10
9.999999999999999e-11,0.05595639656,0.054,0.0,0.0,0.029719889384504903,0.8799936665585418,1.3374951166743106e-10,0.0,0.0,0.06599733186583301,0.0,1.2665999980402038e-05,1.4481138935601997e-06,1.6030235965030732e-06,1.1420570794544028e-06,7.796319399643847e-08,7.491860279083214e-10
1.0016047097347131e-10,0.05595639656,0.054,0.0,0.0,0.029719864297841708,0.8799936564009001,1.3450350479826003e-10,0.0,0.0,0.0659973286359596,0.0,1.2686312511716961e-05,1.4490900958316207e-06,1.604565856942679e-06,1.1440259684864933e-06,7.824797609304386e-08,7.51184066673158e-10
1.0234008244395838e-10,0.05595639656,0.054,0.0,0.0,0.02971952413819924,0.879993518435524,1.4501700620077098e-10,0.0,0.0,0.06599728505874858,0.0,1.2962205509811777e-05,1.4619894768826076e-06,1.6252280495238356e-06,1.1707982588287731e-06,8.215351573632367e-08,7.784248202581758e-10
1.0451969391444545e-10,0.05595639656,0.054,0.0,0.0,0.029719185044309402,0.8799933804733227,1.5604377781790612e-10,0.0,0.0,0.0659972420176374,0.0,1.3238091462104296e-05,1.4742318027825049e-06,1.6453674522821704e-06,1.1976237670895228e-06,8.612679274496527e-08,8.058484358688838e-10
1.0669930538493253e-10,0.05595639656,0.054,0.0,0.0,0.029718846988793214,0.8799932425142862,1.6759221517960286e-10,0.0,0.0,0.06599719949895268,0.0,1.351397039021945e-05,1.4858366739615054e-06,1.664997759573686e-06,1.2244995161030446e-06,9.0164857272235e-08,8.334445031702393e-10
1.088789168554196e-10,0.05595639656,0.054,0.0,0.0,0.029718509944191864,0.8799931045584055,1.7967039705336323e-10,0.0,0.0,0.0659971574889802,0.0,1.3789842314949048e-05,1.4968236853332664e-06,1.684132705000352e-06,1.2514225525863243e-06,9.42647818560448e-08,8.61203252137672e-10
1.1105852832590667e-10,0.05595639656,0.054,0.0,0.0,0.029718173883050474,0.8799929666056708,1.9228609622267936e-10,0.0,0.0,0.065997115974007,0.0,1.4065707256260202e-05,1.5072123693790693e-06,1.7027860195715306e-06,1.2783899546702244e-06,9.842366895829517e-08,8.891155329240418e-10
1.1323813979639374e-10,0.05595639656,0.054,0.0,0.0,0.029717838777994877,0.8799928286560732,2.0544679084457443e-10,0.0,0.0,0.0659970749403594,0.0,1.4341565233306166e-05,1.5170221441389567e-06,1.72097139328865e-06,1.305398838684589e-06,1.0263865776219326e-07,9.171727942440121e-10
1.1541775126688082e-10,0.05595639656,0.054,0.0,0.0,0.029717504601801607,0.8799926907096042,2.1915967646787658e-10,0.0,0.0,0.06599703437443845,0.0,1.461741626443929e-05,1.5262722661507684e-06,1.7387024401781737e-06,1.3324463651892815e-06,1.0690693021986032e-07,9.453670606194739e-10
1.175973627373679e-10,0.05595639656,0.054,0.0,0.0,0.02971717132746125,0.8799925527662549,2.334316784113548e-10,0.0,0.0,0.0659969942627512,0.0,1.4893260367225267e-05,1.5349817881287582e-06,1.7559926666465255e-06,1.3595297442931e-06,1.1122571639133521e-07,9.736909093204075e-10
1.1977697420785498e-10,0.05595639656,0.054,0.0,0.0,0.02971683892823548,0.8799924148260171,2.4826946421872673e-10,0.0,0.0,0.0659969545919395,0.0,1.5169097558458265e-05,1.543169521056231e-06,1.772855442948413e-06,1.3866462403198625e-06,1.1559229913335218e-07,1.002137447325293e-09
1.2195658567834205e-10,0.05595639656,0.054,0.0,0.0,0.029716507377708316,0.8799922768888827,2.6367945611799717e-10,0.0,0.0,0.06599691534880554,0.0,1.5444927854177164e-05,1.5508540004299313e-06,1.7893039775917536e-06,1.4137931758645556e-06,1.2000401818048272e-07,1.030700288147365e-09
1.2413619714882912e-10,0.05595639656,0.054,0.0,0.0,0.029716176649831696,0.8799921389548443,2.7966784350236395e-10,0.0,0.0,0.06599687652033462,0.0,1.57207512696828e-05,1.5580534564706425e-06,1.805351294550069e-06,1.4409679352677874e-06,1.2445827364683504e-07,1.0593735284792692e-09
1.263158086193162e-10,0.05595639656,0.054,0.0,0.0,0.029715846718965787,0.879992001023894,2.9624059539204444e-10,0.0,0.0,0.06599683809371537,0.0,1.5996567819556088e-05,1.5647857881090205e-06,1.8210102131523485e-06,1.4681679675392948e-06,1.2895252897888475e-07,1.0881517248971737e-09
1.2849542008980327e-10,0.05595639656,0.054,0.0,0.0,0.029715517559914126,0.8799918630960243,3.1340347277653075e-10,0.0,0.0,0.0659968000563573,0.0,1.6272377517676563e-05,1.5710685405117658e-06,1.8362933304932256e-06,1.4953907887697822e-06,1.3348431339832881e-07,1.1170298708845117e-09
1.3067503156029034e-10,0.05595639656,0.054,0.0,0.0,0.029715189147954194,0.8799917251712285,3.3116204074974613e-10,0.0,0.0,0.06599676239590616,0.0,1.6548180377241397e-05,1.5769188858970126e-06,1.851213006194181e-06,1.5226339840723244e-06,1.3805122387584367e-07,1.1460033742600648e-09
1.328546430307774e-10,0.05595639656,0.054,0.0,0.0,0.029714861458863498,0.8799915872494996,3.495216803947323e-10,0.0,0.0,0.06599672510025682,0.0,1.6823976410784757e-05,1.5823536074050419e-06,1.8657813493557267e-06,1.5498952090904424e-06,1.4265092667262073e-07,1.1750680350073156e-09
1.3503425450126448e-10,0.05595639656,0.054,0.0,0.0,0.029714534468941674,0.8799914493308308,3.684876003946426e-10,0.0,0.0,0.06599668815756461,0.0,1.7099765630197384e-05,1.587389085809752e-06,1.880010207552517e-06,1.5771721911062922e-06,1.4728115848293483e-07,1.2042200235555383e-09
1.3721386597175156e-10,0.05595639656,0.054,0.0,0.0,0.029714208155028655,0.8799913114152159,3.88064848340458e-10,0.0,0.0,0.06599665155625416,0.0,1.7375548046746384e-05,1.5920412888613322e-06,1.8939111577269702e-06,1.6044627297817448e-06,1.5193972721034757e-07,1.233455859616044e-09
1.3939347744223863e-10,0.05595639656,0.054,0.0,0.0,0.029713882494519495,0.8799911735026489,4.0825832169975835e-10,0.0,0.0,0.065996615285027,0.0,1.7651323671094952e-05,1.5963257630497435e-06,1.907495498836657e-06,1.6317646975653965e-06,1.5662451241036175e-07,1.2627723916507866e-09
