Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14)
1.368535421424463e-10,0.05595639656,0.054,0.0,0.0,0.029714262242631264,0.8799913342145912,4.608418563897688e-10,0.0,0.0,0.06599665756284315,0.0,1.732988912432506e-05,1.5913175032428636e-06,1.8915016707222372e-06,1.5999508736028788e-06,1.5116878000729734e-07,1.2099945132510633e-09,1.0857154659864642e-11
1.390414760897392e-10,0.05595639656,0.054,0.0,0.0,0.029713935245466096,0.879991195774927,4.86389261757199e-10,0.0,0.0,0.06599662109785123,0.0,1.7606713869165577e-05,1.595679295754266e-06,1.905180062898774e-06,1.6273554381132496e-06,1.5586741491946384e-07,1.2384916077728758e-09,1.1396281630952156e-11
1.4122941003703207e-10,0.05595639656,0.054,0.0,0.0,0.029713608888589156,0.8799910573383284,5.128234119335324e-10,0.0,0.0,0.06599658495601976,0.0,1.7883531526817133e-05,1.5996834518510618e-06,1.9185483455779237e-06,1.654769786751935e-06,1.605907416449645e-07,1.2670433386194986e-09,1.1949700354582688e-11
1.4378238025806823e-10,0.05595639656,0.054,0.0,0.0,0.029713228862515335,0.8799908958087488,5.448041204692147e-10,0.0,0.0,0.06599654317826054,0.0,1.8206524660819193e-05,1.6039234473203343e-06,1.933769481495712e-06,1.6867676453104587e-06,1.6613064683990785e-07,1.3004241740504869e-09,1.2613544789236658e-11
1.4633535047910438e-10,0.05595639656,0.054,0.0,0.0,0.029712849644952383,0.8799907342833261,5.780257019602954e-10,0.0,0.0,0.06599650180884073,0.0,1.8529508153388845e-05,1.6077197856160972e-06,1.9486000008890766e-06,1.7187730074306792e-06,1.7169836623913403e-07,1.3338719908377545e-09,1.3296905329830203e-11
1.4888832070014054e-10,0.05595639656,0.054,0.0,0.0,0.02971247120339364,0.8799905727620516,6.125059403521289e-10,0.0,0.0,0.06599646083149291,0.0,1.8852482007348214e-05,1.6110946118638942e-06,1.963056143462826e-06,1.7507829319276015e-06,1.772909632972747e-07,1.367383485011983e-09,1.3999815015448916e-11
1.514412909211767e-10,0.05595639656,0.054,0.0,0.0,0.02971209350643575,0.8799904112449173,6.482624452148287e-10,0.0,0.0,0.06599642023050017,0.0,1.9175446224561193e-05,1.6140692561717694e-06,1.977153596602366e-06,1.782794610794697e-06,1.8290563286325278e-07,1.4009557876439156e-09,1.4722308982286487e-11
1.5399426114221285e-10,0.05595639656,0.054,0.0,0.0,0.02971171652377423,0.8799902497319152,6.853126717110736e-10,0.0,0.0,0.06599637999069383,0.0,1.9498400805974285e-05,1.6166642405550594e-06,1.990907497606635e-06,1.8148053667813044e-06,1.8853969883614114e-07,1.4345864275692869e-09,1.546442492215664e-11
1.56547231363249e-10,0.05595639656,0.054,0.0,0.0,0.02971134022619418,0.8799900882230374,7.236739393030741e-10,0.0,0.0,0.06599634009744887,0.0,1.9821345751655173e-05,1.618899289086448e-06,2.0043324383871175e-06,1.846812650592779e-06,1.9419061144175276e-07,1.4682732975794952e-09,1.6226203389611963e-11
1.5910020158428516e-10,0.05595639656,0.054,0.0,0.0,0.029710964585562057,0.8799899267182766,7.63363450646867e-10,0.0,0.0,0.06599630053667994,0.0,2.0144281060828578e-05,1.620793337251445e-06,2.017442469582477e-06,1.8788140381972776e-06,1.998559446157942e-07,1.5020146230771065e-09,1.7007688157529304e-11
1.616531718053213e-10,0.05595639656,0.054,0.0,0.0,0.02971058957480949,0.8799897652176258,8.043983084629644e-10,0.0,0.0,0.06599626129483314,0.0,2.046720673191354e-05,1.622364546598117e-06,2.0302511087152964e-06,1.9108072275073e-06,2.0553339275884412e-07,1.5358089308498845e-09,1.7808926430766836e-11
1.6420614202635747e-10,0.05595639656,0.054,0.0,0.0,0.029710215167917966,0.8799896037210785,8.467955326433793e-10,0.0,0.0,0.06599622235887853,0.0,2.0790122762556515e-05,1.6236303187367131e-06,2.0427713478658384e-06,1.942790035147163e-06,2.1122076757715069e-07,1.5696550219821045e-09,1.8629969017825263e-11
1.6675911224739362e-10,0.05595639656,0.054,0.0,0.0,0.029709841339895477,0.8799894422286277,8.905720750172222e-10,0.0,0.0,0.06599618371629849,0.0,2.1113029149667515e-05,1.6246073145527226e-06,2.055015665375112e-06,1.9747603926290025e-06,2.169159943282027e-07,1.6035519431022245e-09,1.9470870503480272e-11
1.6931208246842978e-10,0.05595639656,0.054,0.0,0.0,0.029709468066757075,0.8799892807402675,9.357448347339943e-10,0.0,0.0,0.06599614535507793,0.0,2.1435925889449438e-05,1.6253114708051152e-06,2.066996035592583e-06,2.0067163428620597e-06,2.2261710839973164e-07,1.637498964170809e-09,2.0331689242631375e-11
1.7186505268946593e-10,0.05595639656,0.054,0.0,0.0,0.029709095325497755,0.8799891192559917,9.823306711908271e-10,0.0,0.0,0.06599610726369086,0.0,2.175881297743207e-05,1.6257580216423684e-06,2.078723942483578e-06,2.038656036133378e-06,2.2832225135558455e-07,1.6714955526118092e-09,2.1212487547396514e-11
1.744180229105021e-10,0.05595639656,0.054,0.0,0.0,0.029708723094071066,0.879988957775795,1.030346417781251e-09,0.0,0.0,0.06599606943108972,0.0,2.2081690408497677e-05,1.62596151624963e-06,2.0902103903162907e-06,2.070577726566584e-06,2.3402966746038318e-07,1.705541355675304e-09,2.2113331497983035e-11
1.7697099313153824e-10,0.05595639656,0.054,0.0,0.0,0.029708351351358835,0.8799887962996716,1.0798088930748562e-09,0.0,0.0,0.06599603184669021,0.0,2.240455817691368e-05,1.6259358422007347e-06,2.1014659188474577e-06,2.102479767977588e-06,2.3973769959572893e-07,1.739636176352723e-09,2.3034291180366302e-11
1.795239633525744e-10,0.05595639656,0.054,0.0,0.0,0.0297079800771485,0.8799886348276165,1.1307349128430177e-09,0.0,0.0,0.0659959945003601,0.0,2.2727416276355194e-05,1.6256942437911183e-06,2.112500614681041e-06,2.1343606103304003e-06,2.4544478577796207e-07,1.7737799598348506e-09,2.3975440304125068e-11
1.8207693357361055e-10,0.05595639656,0.054,0.0,0.0,0.029707609252101676,0.8799884733596245,1.1831412999374804e-09,0.0,0.0,0.06599595738240341,0.0,2.305026469993539e-05,1.6252493458822933e-06,2.1233241269983034e-06,2.166218795622658e-06,2.5114945510027727e-07,1.80797277189541e-09,2.4936856451352042e-11
1.846299037946467e-10,0.05595639656,0.054,0.0,0.0,0.029707238857726224,0.8799883118956906,1.2370448935528714e-09,0.0,0.0,0.06599592048354655,0.0,2.3373103440228864e-05,1.624613175306286e-06,2.1339456815342762e-06,2.1980529541190644e-06,2.5685032402087077e-07,1.842214785112064e-09,2.591862083127744e-11
1.8718287401568286e-10,0.05595639656,0.054,0.0,0.0,0.02970686887634841,0.8799881504358105,1.2924625587287764e-09,0.0,0.0,0.06599588379492449,0.0,2.3695932489294866e-05,1.6237971822599355e-06,2.144374094549043e-06,2.2298618005874876e-06,2.6254609265374674e-07,1.876506264582137e-09,2.692081823767334e-11
1.9228881445775518e-10,0.05595639656,0.054,0.0,0.0,0.02970613008581741,0.8799878275281933,1.4079077379011037e-09,0.0,0.0,0.0659958110148844,0.0,2.4341561479534382e-05,1.621668771398188e-06,2.1646847963634844e-06,2.2933988175644515e-06,2.739175266258347e-07,1.9452390756384543e-09,2.898686753063554e-11
1.9657769354205124e-10,0.05595639656,0.054,0.0,0.0,0.029705510650256315,0.8799875563052995,1.5097108350673646e-09,0.0,0.0,0.06599575045873556,0.0,2.4883845774013713e-05,1.6194177644021564e-06,2.181220224088169e-06,2.3466802082076528e-06,2.8344329181587005e-07,2.003129713575593e-09,3.0786281073227395e-11
2.004376847179177e-10,0.05595639656,0.054,0.0,0.0,0.0297049539815717,0.8799873122144305,1.6051766413243205e-09,0.0,0.0,0.06599569637854161,0.0,2.537187815046018e-05,1.617068927026072e-06,2.1957224425081697e-06,2.3945604630199935e-06,2.9199206833214226e-07,2.055355687956244e-09,3.245610585539625e-11
2.0429767589378415e-10,0.05595639656,0.054,0.0,0.0,0.029704398044758627,0.8799870681327713,1.7043447129780866e-09,0.0,0.0,0.06599564267239239,0.0,2.585988823675813e-05,1.6144445588505848e-06,2.209888956233825e-06,2.442368480587736e-06,3.0051456819751525e-07,2.1077015850240457e-09,3.417400046944437e-11
2.081576670696506e-10,0.05595639656,0.054,0.0,0.0,0.02970384279675619,0.8799868240603101,1.8072747369795782e-09,0.0,0.0,0.06599558931864453,0.0,2.6347875994441136e-05,1.6115716702128362e-06,2.223741218914311e-06,2.4901016110606617e-06,3.0900807417582825e-07,2.160169511402867e-09,3.5940332474246354e-11
2.1201765824551707e-10,0.05595639656,0.054,0.0,0.0,0.029703288197545172,0.8799865799970361,1.9140267969302154e-09,0.0,0.0,0.06599553629717322,0.0,2.683584138321813e-05,1.6084751767582771e-06,2.2372991625714426e-06,2.537757494020529e-06,3.1747015599645033e-07,2.2127616241819595e-09,3.7755480911081266e-11
2.1587764942138353e-10,0.05595639656,0.054,0.0,0.0,0.029702734209953945,0.8799863359429386,2.0246613992421482e-09,0.0,0.0,0.06599548358927484,0.0,2.7323784361088482e-05,1.6051780411548308e-06,2.2505812947349474e-06,2.5853340359260242e-06,3.2589864806866107e-07,2.2654800897376958e-09,3.9619834556727206e-11
2.1973764059724998e-10,0.05595639656,0.054,0.0,0.0,0.029702180799472823,0.8799860918980076,2.139239491732669e-09,0.0,0.0,0.06599543117757461,0.0,2.7811704884447068e-05,1.601701407542835e-06,2.263604791361658e-06,2.632829389107398e-06,3.342916287173196e-07,2.318327050803011e-09,4.1533790838453464e-11
2.2359763177311644e-10,0.05595639656,0.054,0.0,0.0,0.029701627934078323,0.8799858478622333,2.2578224778955634e-09,0.0,0.0,0.0659953790459388,0.0,2.8299602908186383e-05,1.5980647281789191e-06,2.276385584779947e-06,2.680241932192871e-06,3.426474008303773e-07,2.3713045945497637e-09,4.349775475763903e-11
2.274576229489829e-10,0.05595639656,0.054,0.0,0.0,0.029701075584066733,0.8799856038356074,2.380472229015608e-09,0.0,0.0,0.06599532717939151,0.0,2.8787478385793192e-05,1.5942858831863088e-06,2.2889384469794845e-06,2.7275702516658993e-06,3.5096447362517833e-07,2.424414724575748e-09,4.551213735144353e-11
2.3131761412484936e-10,0.05595639656,0.054,0.0,0.0,0.029700523721895904,0.8799853598181213,2.5072510933240428e-09,0.0,0.0,0.06599527556403595,0.0,2.9275331269435172e-05,1.5903812940445298e-06,2.301277068774443e-06,2.7748131245050356e-06,3.592415454831444e-07,2.477659341033702e-09,4.7577354411473425e-11
2.351776053007158e-10,0.05595639656,0.054,0.0,0.0,0.02969997232203544,0.8799851158097668,2.6382219011378273e-09,0.0,0.0,0.06599522418697945,0.0,2.976316151003962e-05,1.586366030479094e-06,2.313414134783507e-06,2.8219695020502387e-06,3.674774879921209e-07,2.531040226319063e-09,4.969382568159233e-11
2.3903759647658225e-10,0.05595639656,0.054,0.0,0.0,0.029699421360825814,0.8799848718105366,2.7734479665830335e-09,0.0,0.0,0.06599517303626325,0.0,3.0250969057368932e-05,1.582253910413205e-06,2.32536139392087e-06,2.869038495107871e-06,3.7567133121022716e-07,2.584559032098751e-09,5.186197382689753e-11
2.428975876524487e-10,0.05595639656,0.054,0.0,0.0,0.02969887081634631,0.8799846278204236,2.9129930871293464e-09,0.0,0.0,0.06599512210079651,0.0,3.073875386009276e-05,1.5780575933672186e-06,2.337129725458624e-06,2.916019360127906e-06,3.8382224998988623e-07,2.638217268096981e-09,5.408222306993679e-11
2.467575788283151e-10,0.05595639656,0.054,0.0,0.0,0.02969832066829115,0.8799843838394206,3.056921541423132e-09,0.0,0.0,0.06599507137029449,0.0,3.122651586585383e-05,1.5737886679464953e-06,2.3487292010399876e-06,2.962911486323354e-06,3.9192955123376463e-07,2.6920162949581977e-09,5.6354998180686575e-11
2.5061757000418154e-10,0.05595639656,0.054,0.0,0.0,0.029697770897853058,0.8799841398675212,3.2052980852735872e-09,0.0,0.0,0.0659950208352205,0.0,3.171425502132754e-05,1.5694577336821693e-06,2.360169142908572e-06,3.0097143837337494e-06,3.9999266208264076e-07,2.745957320638741e-09,5.868072391075895e-11
2.54477561180048e-10,0.05595639656,0.054,0.0,0.0,0.029697221487614417,0.8799838959047193,3.3581879457180083e-09,0.0,0.0,0.06599497048673146,0.0,3.2201971272278465e-05,1.565074477238323e-06,2.371458178394054e-06,3.05642767224475e-06,4.0801111904676865e-07,2.8000413980181284e-09,6.10598242405668e-11
2.583375523559144e-10,0.05595639656,0.054,0.0,0.0,0.02969667242144568,0.8799836519510088,3.5156568134281664e-09,0.0,0.0,0.0659949203166273,0.0,3.268966456361441e-05,1.560647743196244e-06,2.3826042907157318e-06,3.1030510714867154e-06,4.1598455800601437e-07,2.8542694231742396e-09,6.34927213194425e-11
2.6219754353178084e-10,0.05595639656,0.054,0.0,0.0,0.029696123684410772,0.8799834080063837,3.677770833910713e-09,0.0,0.0,0.06599487031730367,0.0,3.317733483943685e-05,1.5561855998577176e-06,2.393614866330956e-06,3.149584391504225e-06,4.2391270497281697e-07,2.908642135404448e-09,6.597983464944565e-11
2.6605753470764727e-10,0.05595639656,0.054,0.0,0.0,0.029695575262678808,0.8799831640708393,3.844596597860558e-09,0.0,0.0,0.06599482048170785,0.0,3.3664982043087e-05,1.5516954004437793e-06,2.404496739098176e-06,3.196027524143799e-06,4.317953675652817e-07,2.963160119235912e-09,6.852158066965988e-11
2.699175258835137e-10,0.05595639656,0.054,0.0,0.0,0.02969502714344183,0.8799829201443699,4.016201130714031e-09,0.0,0.0,0.06599477080329777,0.0,3.415260611718876e-05,1.5471838398888502e-06,2.41525623142927e-06,3.2423804351467747e-06,4.3963242717682897e-07,3.0178238073833515e-09,7.11183722781421e-11
2.7377751705938013e-10,0.05595639656,0.054,0.0,0.0,0.02969447931483838,0.8799826762269701,4.19265188127747e-09,0.0,0.0,0.06599472127600386,0.0,3.4640207003689906e-05,1.5426570074175077e-06,2.4258991925455582e-06,3.288643156909467e-06,4.4742383180530635e-07,3.0726334839454573e-09,7.377061809548021e-11
2.7763750823524657e-10,0.05595639656,0.054,0.0,0.0,0.029693931765882427,0.8799824323186357,4.37401670953027e-09,0.0,0.0,0.06599467189419349,0.0,3.5127784643901e-05,1.5381204351956875e-06,2.4364310339920457e-06,3.3348157818410857e-06,4.5516958947354617e-07,3.1275892881411687e-09,7.647872183081236e-11
2.81497499411113e-10,0.05595639656,0.054,0.0,0.0,0.02969338448639758,0.8799821884193617,4.560363873980314e-09,0.0,0.0,0.0659946226526382,0.0,3.5615338978531595e-05,1.5335791433736028e-06,2.4468567626115246e-06,3.380898456261728e-06,4.6286976218430685e-07,3.182691218936679e-09,7.924308196184536e-11
2.8535749058697943e-10,0.05595639656,0.054,0.0,0.0,0.029692837466955776,0.8799819445291437,4.7517620188155436e-09,0.0,0.0,0.06599457354648305,0.0,3.610286994772373e-05,1.529037681760888e-06,2.4571810111614426e-06,3.426891374811506e-06,4.705244603806125e-07,3.237939140255189e-09,8.206409145689098e-11
2.8921748176284586e-10,0.05595639656,0.054,0.0,0.0,0.02969229069882057,0.8799817006479769,4.9482801607420535e-09,0.0,0.0,0.06599452457121846,0.0,3.659037749108398e-05,1.5245001683207705e-06,2.467408066710774e-06,3.4727947753452572e-06,4.781338378861367e-07,3.2933327862798917e-09,8.494213731768742e-11
2.930774729387123e-10,0.05595639656,0.054,0.0,0.0,0.029691744173894564,0.8799814567758577,5.149987675384614e-09,0.0,0.0,0.06599447572265378,0.0,3.7077861547713865e-05,1.5199703246906092e-06,2.4775418969429403e-06,3.5186089342714568e-06,4.856980872850037e-07,3.3488717667880644e-09,8.787760012441004e-11
2.9693746411457873e-10,0.05595639656,0.054,0.0,0.0,0.02969119788467072,0.8799812129127816,5.3569542834371375e-09,0.0,0.0,0.06599442699689305,0.0,3.756532205623872e-05,1.5154515089617057e-06,2.487586174508371e-06,3.5643341622904615e-06,4.93217435696851e-07,3.4045555727161356e-09,9.087085378805983e-11
3.0079745529044516e-10,0.05595639656,0.054,0.0,0.0,0.029690651824187248,0.8799809690587448,5.569250036847477e-09,0.0,0.0,0.06599437839031266,0.0,3.8052758954834506e-05,1.510946745928417e-06,2.4975442995739865e-06,3.6099708005006898e-06,5.006921409159398e-07,3.460383581953486e-09,9.392226539563055e-11
3.046574464663116e-10,0.05595639656,0.054,0.0,0.0,0.029690105985985912,0.8799807252137433,5.786945305055577e-09,0.0,0.0,0.0659943298995403,0.0,3.8540172181253244e-05,1.5064587549769985e-06,2.5074194206966986e-06,3.6555192168506936e-06,5.081224878923712e-07,3.516355065140273e-09,9.703219496017475e-11
3.08517437642178e-10,0.05595639656,0.054,0.0,0.0,0.029689560364073466,0.8799804813777733,6.010110761127414e-09,0.0,0.0,0.0659942815214358,0.0,3.902756167284752e-05,1.5019899757728476e-06,2.517214454129196e-06,3.7009798029113706e-06,5.155087855300315e-07,3.5724691913306475e-09,1.0020099512901842e-10
3.1237742881804445e-10,0.05595639656,0.054,0.0,0.0,0.02968901495288592,0.8799802375508312,6.238817367796697e-09,0.0,0.0,0.06599423325307338,0.0,3.9514927366593526e-05,1.4975425919126273e-06,2.5269321016641566e-06,3.746352970937888e-06,5.228513637712865e-07,3.6287250335718723e-09,1.0342901100405807e-10
3.162374199939109e-10,0.05595639656,0.054,0.0,0.0,0.029688469747255607,0.8799799937329135,6.473136363616057e-09,0.0,0.0,0.06599418509172517,0.0,4.0002269199113265e-05,1.493118552702836e-06,2.536574867125729e-06,3.791639151194866e-06,5.301505709422847e-07,3.685121574458886e-09,1.0671658005746903e-10
3.200974111697773e-10,0.05595639656,0.054,0.0,0.0,0.029687924742380724,0.8799797499240164,6.713139249319247e-09,0.0,0.0,0.06599413703484595,0.0,4.048958710669516e-05,1.488719593205413e-06,2.5461450716105487e-06,3.836838789525485e-06,5.374067713396428e-07,3.741657711606703e-09,1.1006403201676587e-10
3.2395740234564375e-10,0.05595639656,0.054,0.0,0.0,0.029687379933797147,0.8799795061241366,6.958897774301263e-09,0.0,0.0,0.06599408908005917,0.0,4.0976881025314114e-05,1.4843472526746518e-06,2.555644867567801e-06,3.881952345146822e-06,5.446203430409901e-07,3.798332262947613e-09,1.1347168870519232e-10
3.278173935215102e-10,0.05595639656,0.054,0.0,0.0,0.02968683531735248,0.8799792623332708,7.2104839231467e-09,0.0,0.0,0.06599404122514395,0.0,4.146415089065059e-05,1.4800028915060298e-06,2.5650762517997293e-06,3.926980288651526e-06,5.517916759197781e-07,3.855143971835226e-09,1.169398639287123e-10
3.316773846973766e-10,0.05595639656,0.054,0.0,0.0,0.02968629088918204,0.8799790185514159,7.467969902297223e-09,0.0,0.0,0.06599399346802318,0.0,4.1951396638108925e-05,1.475687706815036e-06,2.574441077461952e-06,3.971923100196371e-06,5.589211698451215e-07,3.912091511991602e-09,1.2046886343509974e-10
3.3553737587324305e-10,0.05595639656,0.054,0.0,0.0,0.02968574664568673,0.8799787747785682,7.731428126966848e-09,0.0,0.0,0.06599394580675234,0.0,4.2438618202834765e-05,1.4714027467541069e-06,2.5837410651402696e-06,4.016781267861884e-06,5.660092330510148e-07,3.9691734923053655e-09,1.2405898487818616e-10
3.393973670491095e-10,0.05595639656,0.054,0.0,0.0,0.029685202583512565,0.879978531014725,8.000931208283593e-09,0.0,0.0,0.06599389823950952,0.0,4.292581551973168e-05,1.4671489236635614e-06,2.592977813073964e-06,4.061555286169896e-06,5.730562806618962e-07,4.026388461446664e-09,1.277105177526986e-10
3.432573582249759e-10,0.05595639656,0.054,0.0,0.0,0.029684658699531876,0.8799782872598829,8.276551940583216e-09,0.0,0.0,0.06599385076458578,0.0,4.341298852347738e-05,1.4629270261452913e-06,2.602152806588355e-06,4.106245654745857e-06,5.800627333615284e-07,4.083734912273544e-09,1.314237433410857e-10
3.4711734940084234e-10,0.05595639656,0.054,0.0,0.0,0.029684114990825846,0.8799780435140389,8.558363288867095e-09,0.0,0.0,0.06599380338037658,0.0,4.390013714853911e-05,1.458737730144322e-06,2.6112674267951226e-06,4.1508528771124525e-06,5.870290161919265e-07,4.141211286039158e-09,1.3519893470416627e-10
3.5097734057670877e-10,0.05595639656,0.054,0.0,0.0,0.029683571454668514,0.87997779977719,8.846438376497173e-09,0.0,0.0,0.06599375608537385,0.0,4.4387261329188595e-05,1.454581609117998e-06,2.6203229586163628e-06,4.195377459602574e-06,5.939555574705129e-07,4.198815976417881e-09,1.3903635668912718e-10
3.548373317525752e-10,0.05595639656,0.054,0.0,0.0,0.029683028088511983,0.8799775560493331,9.140850473145731e-09,0.0,0.0,0.06599370887815846,0.0,4.4874360999516295e-05,1.450459143364886e-06,2.6293205981848314e-06,4.2398199103817265e-06,6.008427878156536e-07,4.256547333349908e-09,1.4293626592445709e-10
3.5869732292844164e-10,0.05595639656,0.054,0.0,0.0,0.029682484889972733,0.8799773123304653,9.441672982953408e-09,0.0,0.0,0.06599366175739359,0.0,4.5361436093445245e-05,1.446370728578969e-06,2.6382614596680026e-06,4.284180738570757e-06,6.076911392715659e-07,4.314403666693187e-09,1.4689891081381628e-10
3.6255731410430807e-10,0.05595639656,0.054,0.0,0.0,0.029681941856819088,0.8799770686205838,9.748979432872836e-09,0.0,0.0,0.06599361472181835,0.0,4.584848654474445e-05,1.4423166836905351e-06,2.6471465815593995e-06,4.328460453459832e-06,6.145010445236337e-07,4.372383249682143e-09,1.5092453155193326e-10
3.664173052801745e-10,0.05595639656,0.054,0.0,0.0,0.029681398986959588,0.8799768249196858,1.0062843461229611e-08,0.0,0.0,0.06599356777024196,0.0,4.633551228704177e-05,1.4382972580514203e-06,2.6559769324779534e-06,4.372659563805144e-06,6.212729361956913e-07,4.4304843222050054e-09,1.5501336015685324e-10
3.7027729645604093e-10,0.05595639656,0.054,0.0,0.0,0.029680856278432335,0.8799765812277681,1.038333880652571e-08,0.0,0.0,0.06599352090153861,0.0,4.682251325383645e-05,1.4343126380175896e-06,2.664753416513704e-06,4.416778577200947e-06,6.280072462219726e-07,4.488705093909814e-09,1.5916562049948284e-10
3.7413728763190737e-10,0.05595639656,0.054,0.0,0.0,0.029680313729395117,0.8799763375448283,1.0710539296466023e-08,0.0,0.0,0.06599347411464222,0.0,4.730948937851126e-05,1.4303629529772056e-06,2.673476878155247e-06,4.460817999520477e-06,6.347044052873219e-07,4.547043747140818e-09,1.6338152832978886e-10
3.779972788077738e-10,0.05595639656,0.054,0.0,0.0,0.029679771338116317,0.8799760938708635,1.1044518837181096e-08,0.0,0.0,0.0659934274085424,0.0,4.779644059434418e-05,1.426448280868593e-06,2.6821481068311624e-06,4.504778334419585e-06,6.413648423295665e-07,4.60549843970577e-09,1.676612913121655e-10
3.8185726998364023e-10,0.05595639656,0.054,0.0,0.0,0.029679229102966588,0.8799758502058708,1.1385351402649948e-08,0.0,0.0,0.06599338078227979,0.0,4.828336683451982e-05,1.4225686532294954e-06,2.6907678410951483e-06,4.548660082897178e-06,6.479889840982238e-07,4.664067307480477e-09,1.7200510907177764e-10
3.8571726115950666e-10,0.05595639656,0.054,0.0,0.0,0.029678687022411093,0.8799756065498474,1.1733111024339373e-08,0.0,0.0,0.06599333423494255,0.0,4.877026803214061e-05,1.4187240598159604e-06,2.6993367724826416e-06,4.592463742907182e-06,6.545772547642884e-07,4.722748466860484e-09,1.7641317324245029e-10
3.895772523353731e-10,0.05595639656,0.054,0.0,0.0,0.029678145095002433,0.879975362902791,1.2087871781055576e-08,0.0,0.0,0.0659932877656626,0.0,4.925714412023751e-05,1.4149144528258613e-06,2.7078555490647874e-06,4.636189809017356e-06,6.611300755765002e-07,4.781540017067012e-09,1.8088566751234447e-10
3.934372435112395e-10,0.05595639656,0.054,0.0,0.0,0.0296776033193741,0.8799751192646988,1.2449707788988913e-08,0.0,0.0,0.06599324137361258,0.0,4.974399503178053e-05,1.4111397507591642e-06,2.716324778723449e-06,4.679838772110729e-06,6.676478645598954e-07,4.8404400423111745e-09,1.8542276767268728e-10
3.9729723468710596e-10,0.05595639656,0.054,0.0,0.0,0.029677061694234407,0.8799748756355679,1.281869319194338e-08,0.0,0.0,0.06599319505800269,0.0,5.0230820699688986e-05,1.4073998419446088e-06,2.7247450321689973e-06,4.723411119125655e-06,6.741310362526559e-07,4.899446613821168e-09,1.9002464167244274e-10
4.011572258629724e-10,0.05595639656,0.054,0.0,0.0,0.029676520218360973,0.8799746320153958,1.3194902151756223e-08,0.0,0.0,0.06599314881807798,0.0,5.071762105684147e-05,1.4036945877602927e-06,2.73311684572097e-06,4.766907332830713e-06,6.805800014775754e-07,4.958557791739711e-09,1.946914496751441e-10
4.050172170388388e-10,0.05595639656,0.054,0.0,0.0,0.029675978890595565,0.87997438840418,1.3578408838907901e-08,0.0,0.0,0.06599310265311568,0.0,5.120439603608564e-05,1.4000238255733999e-06,2.7414407238703367e-06,4.8103278916312005e-06,6.869951671448764e-07,5.017771626899373e-09,1.9942334411472534e-10
4.0887720821470525e-10,0.05595639656,0.054,0.0,0.0,0.02967543770983941,0.8799741448019176,1.3969287423311435e-08,0.0,0.0,0.0659930565624231,0.0,5.1691145570247774e-05,1.396387371422194e-06,2.749717141640601e-06,4.853673269404245e-06,6.933769360834437e-07,5.077086162481654e-09,2.0422046975199457e-10
4.127371993905717e-10,0.05595639656,0.054,0.0,0.0,0.029674896675048818,0.8799739012086065,1.4367612065270736e-08,0.0,0.0,0.06599301054533531,0.0,5.217786959214195e-05,1.3927850224615306e-06,2.757946546763603e-06,4.896943935359775e-06,6.997257068977588e-07,5.136499435564635e-09,2.0908296373375697e-10
4.165971905664381e-10,0.05595639656,0.054,0.0,0.0,0.029674355785231175,0.8799736576242438,1.4773456906605889e-08,0.0,0.0,0.06599296460121305,0.0,5.266456803457935e-05,1.3892165591915186e-06,2.7661293616845684e-06,4.940140353924808e-06,7.060418738480021e-07,5.19600947856468e-09,2.1401095565335955e-10
4.2045718174230455e-10,0.05595639656,0.054,0.0,0.0,0.02967381503944128,0.8799734140488271,1.5186896061944825e-08,0.0,0.0,0.06599291872944114,0.0,5.315124083037702e-05,1.3856817474874036e-06,2.7742659854098983e-06,4.983262984648736e-06,7.123258267510274e-07,5.255614320578506e-09,2.1900456761075664e-10
4.24317172918171e-10,0.05595639656,0.054,0.0,0.0,0.029673274436777884,0.8799731704823538,1.5608003610175388e-08,0.0,0.0,0.06599287292942654,0.0,5.363788791236673e-05,1.3821803404472492e-06,2.7823567952101894e-06,5.02631228212753e-06,7.185779509001695e-07,5.315311988631501e-09,2.2406391427237245e-10
4.281771640940374e-10,0.05595639656,0.054,0.0,0.0,0.029672733976380622,0.8799729269248213,1.603685358604935e-08,0.0,0.0,0.06599282720059703,0.0,5.4124509213403464e-05,1.3787120800726058e-06,2.790402148189963e-06,5.069288695945015e-06,7.247986270020147e-07,5.375100508837225e-09,2.29189102931841e-10
4.3203715526990385e-10,0.05595639656,0.054,0.0,0.0,0.02967219365742704,0.8799726833762275,1.6473519971933327e-08,0.0,0.0,0.06599278154239949,0.0,5.4611104666373885e-05,1.3752766987961732e-06,2.798402382734641e-06,5.112192670629433e-06,7.30988231128411e-07,5.434977907472668e-09,2.3438023357130847e-10
4.358971464457703e-10,0.05595639656,0.054,0.0,0.0,0.029671653479130002,0.8799724398365695,1.6918076689704195e-08,0.0,0.0,0.06599273595429889,0.0,5.509767420420453e-05,1.3718739208693245e-06,2.8063578198444977e-06,5.155024645623708e-06,7.371471346821355e-07,5.4949422119741875e-09,2.3963739892230263e-10
4.436171287975032e-10,0.05595639656,0.054,0.0,0.0,0.029670573541519394,0.8799719527840514,1.7831156458638373e-08,0.0,0.0,0.06599264498633069,0.0,5.607073526640063e-05,1.3651650382889527e-06,2.8221355058657142e-06,5.240474328822965e-06,7.493743022453184e-07,5.615123659177577e-09,2.5035016877490684e-10
