Distance (mm),T (C),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_he initial,(NH3/O2),T (C) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(N),NH2_X(8),NH_X(9),H2O_X(11),X(H),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(N) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],X(H) ROP [kmol/m^2 s],NX + OX <=> NOX + X(N) ROP [kmol/m^2 s],O2(2) + 2 X(H) <=> 2 OX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(N) ROP [kmol/m^2 s],NOX <=> NO(5) + X(N) ROP [kmol/m^2 s],NH3(6) + X(N) <=> NH3X ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(N) ROP [kmol/m^2 s],N2O(7) + X(H) <=> N2(4) + OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(H) ROP [kmol/m^2 s]
3.3479999999999994,700,101324.99999999996,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999995,0.0,0.0,0.8799999999999989,1.7018848616494836e-15,5.67296140584793e-16,3.1447687743141426e-25,0.06599999999999898,4.620179157004354e-29,4.26047037615625e-19,1.4340116814740801e-12,2.229363899542909e-08,3.361429595710163e-14,0.000946728198603671,0.9990532308759895,4.783402815251621e-10,1.699071915866836e-08,6.770145491158323e-22,1.1612406664147185e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967627e-20,1.6534389405009069e-19,5.511474663551876e-20,3.4767907185589796e-32,8.604228440844963e-15,5.011416889899286e-36,6.997179478162722e-27,4.1549924749656514e-27,-2.122680086827759e-25,9.706832568163713e-29,-8.604338670096428e-15,8.604338670345232e-15,2.7323614936768813e-27,-3.9267933728087013e-26,-1.3192620119052566e-32,-1.1249261856819586e-26,6.997214251081325e-27,8.267195264967627e-20,5.511474663551876e-20,3.4767907185589796e-32,-8.604228440844963e-15,5.01141689880003e-36,8.900744329106103e-45,1.1022925146467085e-19,1.1022924873230936e-19,5.779910232992676e-20,5.2430185670316325e-20,-1.1291370837976116e-19,1.6534389405009069e-19
3.3479999999999994,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999995,0.0,0.0,0.8799999999999989,1.7064598212148617e-15,5.688211302964601e-16,3.1447780702622884e-25,0.06599999999999898,4.620192928697089e-29,4.260482972079142e-19,1.434011681474829e-12,2.2293638995429055e-08,3.3614295957119097e-14,0.0009467281986036357,0.9990532308759895,4.78340281525162e-10,1.699071915866836e-08,6.770145522686564e-22,1.1612406664147175e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967618e-20,1.653438940502703e-19,5.511474663551859e-20,3.63237885696023e-32,1.6375789613221059e-15,5.005438311264235e-36,6.988926758332568e-27,4.1627585948733985e-27,-2.1225969882469062e-25,9.740848102100237e-29,-1.6376891905735706e-15,1.637689190822366e-15,2.731897272337911e-27,-3.926747440583234e-26,-4.8148248609680896e-32,-1.1249082047185153e-26,6.988963087126575e-27,8.267195264967618e-20,5.511474663551859e-20,3.63237885696023e-32,-1.6375789613221059e-15,5.0054383201650056e-36,8.900770824987671e-45,1.1022925146472432e-19,1.1022924873282705e-19,5.779910232995786e-20,5.243018567034359e-20,-1.1291370837987857e-19,1.653438940502703e-19
3.3569999999999993,700,101325.0,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999995,0.0,0.0,0.8799999999999989,1.7064598212148617e-15,5.688211302964601e-16,3.1447780702622884e-25,0.06599999999999898,4.620192928697089e-29,4.260482972079142e-19,1.434011681474829e-12,2.2293638995429055e-08,3.3614295957119097e-14,0.0009467281986036357,0.9990532308759895,4.78340281525162e-10,1.699071915866836e-08,6.770145522686564e-22,1.1612406664147175e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967618e-20,1.653438940502703e-19,5.511474663551859e-20,3.63237885696023e-32,1.6375789613221059e-15,5.005438311264235e-36,6.988926758332568e-27,4.1627585948733985e-27,-2.1225969882469062e-25,9.740848102100237e-29,-1.6376891905735706e-15,1.637689190822366e-15,2.731897272337911e-27,-3.926747440583234e-26,-4.8148248609680896e-32,-1.1249082047185153e-26,6.988963087126575e-27,8.267195264967618e-20,5.511474663551859e-20,3.63237885696023e-32,-1.6375789613221059e-15,5.0054383201650056e-36,8.900770824987671e-45,1.1022925146472432e-19,1.1022924873282705e-19,5.779910232995786e-20,5.243018567034359e-20,-1.1291370837987857e-19,1.653438940502703e-19
3.3569999999999993,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999944,0.0,0.0,0.8799999999999989,1.7110347807653198e-15,5.703461200031526e-16,3.1447873582201743e-25,0.06599999999999899,4.620206684258317e-29,4.2604955531058095e-19,1.43401168147558e-12,2.2293638995429025e-08,3.3614295957136666e-14,0.0009467281986035373,0.9990532308759899,4.783402815251621e-10,1.6990719158668365e-08,6.770145554212943e-22,1.1612406664147168e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967602e-20,1.6534389405040437e-19,5.511474663551841e-20,3.4642624467047095e-32,-2.0566881531181025e-14,4.9994585200243155e-36,6.980687033568217e-27,4.170769428254704e-27,-2.1225139886107045e-25,9.749348675392276e-29,2.056677130192956e-14,-2.0566771301680774e-14,2.7316722996462823e-27,-3.9267261422054614e-26,-3.692970668362525e-32,-1.1248947665423284e-26,6.980721681192142e-27,8.267195264967602e-20,5.511474663551841e-20,3.4642624467047095e-32,2.0566881531181025e-14,4.999458528925113e-36,8.900797289791943e-45,1.1022925146477052e-19,1.1022924873309822e-19,5.779910232998868e-20,5.243018567037096e-20,-1.1291370837999648e-19,1.6534389405040437e-19
3.3659999999999997,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999944,0.0,0.0,0.8799999999999989,1.7110347807653198e-15,5.703461200031526e-16,3.1447873582201743e-25,0.06599999999999899,4.620206684258317e-29,4.2604955531058095e-19,1.43401168147558e-12,2.2293638995429025e-08,3.3614295957136666e-14,0.0009467281986035373,0.9990532308759899,4.783402815251621e-10,1.6990719158668365e-08,6.770145554212943e-22,1.1612406664147168e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967602e-20,1.6534389405040437e-19,5.511474663551841e-20,3.4642624467047095e-32,-2.0566881531181025e-14,4.9994585200243155e-36,6.980687033568217e-27,4.170769428254704e-27,-2.1225139886107045e-25,9.749348675392276e-29,2.056677130192956e-14,-2.0566771301680774e-14,2.7316722996462823e-27,-3.9267261422054614e-26,-3.692970668362525e-32,-1.1248947665423284e-26,6.980721681192142e-27,8.267195264967602e-20,5.511474663551841e-20,3.4642624467047095e-32,2.0566881531181025e-14,4.999458528925113e-36,8.900797289791943e-45,1.1022925146477052e-19,1.1022924873309822e-19,5.779910232998868e-20,5.243018567037096e-20,-1.1291370837999648e-19,1.6534389405040437e-19
3.3659999999999997,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999995,0.0,0.0,0.8799999999999989,1.7156097403347998e-15,5.718711097161845e-16,3.144796632910931e-25,0.065999999999999,4.620220423236762e-29,4.2605081186078547e-19,1.4340116814763305e-12,2.2293638995428982e-08,3.36142959571542e-14,0.0009467281986036852,0.9990532308759895,4.783402815251621e-10,1.699071915866836e-08,6.770145585739379e-22,1.1612406664147156e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967587e-20,1.6534389405053986e-19,5.51147466355182e-20,3.490902748645792e-32,1.2823075934420558e-14,4.993465231302426e-36,6.972455530893524e-27,4.17866718547415e-27,-2.122431089604342e-25,9.768149964621249e-29,-1.2823186163672023e-14,1.2823186163920801e-14,2.7314021398233334e-27,-3.926697456080793e-26,-2.725190871307939e-32,-1.1248811887362205e-26,6.972490444914475e-27,8.267195264967587e-20,5.51147466355182e-20,3.490902748645792e-32,-1.2823075934420558e-14,4.99346524020325e-36,8.900823722649552e-45,1.1022925146484548e-19,1.1022924873344334e-19,5.779910233001959e-20,5.2430185670398315e-20,-1.129137083801143e-19,1.6534389405053986e-19
3.3749999999999996,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999995,0.0,0.0,0.8799999999999989,1.7156097403347998e-15,5.718711097161845e-16,3.144796632910931e-25,0.065999999999999,4.620220423236762e-29,4.2605081186078547e-19,1.4340116814763305e-12,2.2293638995428982e-08,3.36142959571542e-14,0.0009467281986036852,0.9990532308759895,4.783402815251621e-10,1.699071915866836e-08,6.770145585739379e-22,1.1612406664147156e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967587e-20,1.6534389405053986e-19,5.51147466355182e-20,3.490902748645792e-32,1.2823075934420558e-14,4.993465231302426e-36,6.972455530893524e-27,4.17866718547415e-27,-2.122431089604342e-25,9.768149964621249e-29,-1.2823186163672023e-14,1.2823186163920801e-14,2.7314021398233334e-27,-3.926697456080793e-26,-2.725190871307939e-32,-1.1248811887362205e-26,6.972490444914475e-27,8.267195264967587e-20,5.51147466355182e-20,3.490902748645792e-32,-1.2823075934420558e-14,4.99346524020325e-36,8.900823722649552e-45,1.1022925146484548e-19,1.1022924873344334e-19,5.779910233001959e-20,5.2430185670398315e-20,-1.129137083801143e-19,1.6534389405053986e-19
3.3749999999999996,700,101325.00000000001,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999993,0.0,0.0,0.8799999999999987,1.7201846999248093e-15,5.733960994360576e-16,3.1448058983336286e-25,0.06599999999999899,4.620234146037006e-29,4.260520670368248e-19,1.4340116814770835e-12,2.2293638995428945e-08,3.361429595717179e-14,0.0009467281986037591,0.9990532308759895,4.78340281525162e-10,1.6990719158668362e-08,6.770145617266675e-22,1.1612406664147146e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967575e-20,1.653438940506964e-19,5.511474663551803e-20,3.4232846401666477e-32,2.942091015256665e-14,4.987540041963703e-36,6.96423397250167e-27,4.18656462972998e-27,-2.1223482782277926e-25,9.786036437126638e-29,-2.9421020381818115e-14,2.9421020382066884e-14,2.7311235299827535e-27,-3.9266687988450735e-26,-3.810933877456243e-32,-1.1248655116664731e-26,6.964268210335611e-27,8.267195264967575e-20,5.511474663551803e-20,3.4232846401666477e-32,-2.942091015256665e-14,4.9875400508645537e-36,8.900850124339925e-45,1.10229251464912e-19,1.1022924873378847e-19,5.779910233005069e-20,5.2430185670425765e-20,-1.129137083802325e-19,1.653438940506964e-19
3.3839999999999995,700,101325.00000000001,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999993,0.0,0.0,0.8799999999999987,1.7201846999248093e-15,5.733960994360576e-16,3.1448058983336286e-25,0.06599999999999899,4.620234146037006e-29,4.260520670368248e-19,1.4340116814770835e-12,2.2293638995428945e-08,3.361429595717179e-14,0.0009467281986037591,0.9990532308759895,4.78340281525162e-10,1.6990719158668362e-08,6.770145617266675e-22,1.1612406664147146e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967575e-20,1.653438940506964e-19,5.511474663551803e-20,3.4232846401666477e-32,2.942091015256665e-14,4.987540041963703e-36,6.96423397250167e-27,4.18656462972998e-27,-2.1223482782277926e-25,9.786036437126638e-29,-2.9421020381818115e-14,2.9421020382066884e-14,2.7311235299827535e-27,-3.9266687988450735e-26,-3.810933877456243e-32,-1.1248655116664731e-26,6.964268210335611e-27,8.267195264967575e-20,5.511474663551803e-20,3.4232846401666477e-32,-2.942091015256665e-14,4.9875400508645537e-36,8.900850124339925e-45,1.10229251464912e-19,1.1022924873378847e-19,5.779910233005069e-20,5.2430185670425765e-20,-1.129137083802325e-19,1.653438940506964e-19
3.3839999999999995,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999944,0.0,0.0,0.8799999999999989,1.7247596594382047e-15,5.749210891303918e-16,3.144815149640902e-25,0.06599999999999899,4.620247852118429e-29,4.2605332090397665e-19,1.434011681477839e-12,2.2293638995428906e-08,3.361429595718941e-14,0.0009467281986036454,0.9990532308759895,4.78340281525162e-10,1.699071915866836e-08,6.770145648793057e-22,1.1612406664147131e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967556e-20,1.6534389405083063e-19,5.511474663551785e-20,3.835471440408895e-32,3.885780586188048e-15,4.9817495829618965e-36,6.956016190146878e-27,4.194302438467545e-27,-2.1222655499069736e-25,9.818999329977933e-29,-3.885890815439513e-15,3.885890815688275e-15,2.7306507141814064e-27,-3.926622910554883e-26,-2.6481536735324493e-32,-1.1248520494161619e-26,6.956054549843032e-27,8.267195264967556e-20,5.511474663551785e-20,3.835471440408895e-32,-3.885780586188048e-15,4.981749591862773e-36,8.900876493821542e-45,1.1022925146495687e-19,1.1022924873430616e-19,5.779910233008201e-20,5.243018567045325e-20,-1.129137083803509e-19,1.6534389405083063e-19
3.3929999999999993,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999944,0.0,0.0,0.8799999999999989,1.7247596594382047e-15,5.749210891303918e-16,3.144815149640902e-25,0.06599999999999899,4.620247852118429e-29,4.2605332090397665e-19,1.434011681477839e-12,2.2293638995428906e-08,3.361429595718941e-14,0.0009467281986036454,0.9990532308759895,4.78340281525162e-10,1.699071915866836e-08,6.770145648793057e-22,1.1612406664147131e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967556e-20,1.6534389405083063e-19,5.511474663551785e-20,3.835471440408895e-32,3.885780586188048e-15,4.9817495829618965e-36,6.956016190146878e-27,4.194302438467545e-27,-2.1222655499069736e-25,9.818999329977933e-29,-3.885890815439513e-15,3.885890815688275e-15,2.7306507141814064e-27,-3.926622910554883e-26,-2.6481536735324493e-32,-1.1248520494161619e-26,6.956054549843032e-27,8.267195264967556e-20,5.511474663551785e-20,3.835471440408895e-32,-3.885780586188048e-15,4.981749591862773e-36,8.900876493821542e-45,1.1022925146495687e-19,1.1022924873430616e-19,5.779910233008201e-20,5.243018567045325e-20,-1.129137083803509e-19,1.6534389405083063e-19
3.3929999999999993,700,101324.99999999994,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999965,0.0,0.0,0.879999999999999,1.7293346189550812e-15,5.764460788258845e-16,3.144824397128914e-25,0.06599999999999899,4.620261542858942e-29,4.260545733612153e-19,1.434011681478596e-12,2.229363899542887e-08,3.36142959572071e-14,0.0009467281986036565,0.9990532308759896,4.78340281525162e-10,1.699071915866836e-08,6.77014568031954e-22,1.161240666414712e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526496754e-20,1.6534389405096727e-19,5.511474663551767e-20,3.5380301538801806e-32,5.218048215738236e-15,4.9759618502300426e-36,6.947814739941985e-27,4.2022142309014605e-27,-2.1221829137900507e-25,9.833587647453559e-29,-5.2181584449897005e-15,5.218158445238454e-15,2.7303897025256933e-27,-3.926596744991029e-26,-1.665929401894959e-32,-1.1248383536468449e-26,6.947850125219485e-27,8.26719526496754e-20,5.511474663551767e-20,3.5380301538801806e-32,-5.218048215738236e-15,4.975961859130945e-36,8.900902833748959e-45,1.1022925146501634e-19,1.1022924873462663e-19,5.779910233011324e-20,5.243018567048085e-20,-1.1291370838046976e-19,1.6534389405096727e-19
3.4019999999999997,700,101324.99999999994,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999965,0.0,0.0,0.879999999999999,1.7293346189550812e-15,5.764460788258845e-16,3.144824397128914e-25,0.06599999999999899,4.620261542858942e-29,4.260545733612153e-19,1.434011681478596e-12,2.229363899542887e-08,3.36142959572071e-14,0.0009467281986036565,0.9990532308759896,4.78340281525162e-10,1.699071915866836e-08,6.77014568031954e-22,1.161240666414712e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26719526496754e-20,1.6534389405096727e-19,5.511474663551767e-20,3.5380301538801806e-32,5.218048215738236e-15,4.9759618502300426e-36,6.947814739941985e-27,4.2022142309014605e-27,-2.1221829137900507e-25,9.833587647453559e-29,-5.2181584449897005e-15,5.218158445238454e-15,2.7303897025256933e-27,-3.926596744991029e-26,-1.665929401894959e-32,-1.1248383536468449e-26,6.947850125219485e-27,8.26719526496754e-20,5.511474663551767e-20,3.5380301538801806e-32,-5.218048215738236e-15,4.975961859130945e-36,8.900902833748959e-45,1.1022925146501634e-19,1.1022924873462663e-19,5.779910233011324e-20,5.243018567048085e-20,-1.1291370838046976e-19,1.6534389405096727e-19
3.4019999999999997,700,101325.00000000001,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999995,0.0,0.0,0.8799999999999989,1.7339095785773139e-15,5.779710685564946e-16,3.144833623715459e-25,0.06599999999999898,4.620275216230841e-29,4.260558231567231e-19,1.4340116814793524e-12,2.2293638995428833e-08,3.36142959572248e-14,0.0009467281986037269,0.9990532308759894,4.78340281525162e-10,1.699071915866836e-08,6.770145711846912e-22,1.161240666414711e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967532e-20,1.6534389405112563e-19,5.51147466355175e-20,3.3757246530111564e-32,2.220446049250313e-14,4.969560574423657e-36,6.93962937448388e-27,4.21020086978784e-27,-2.122100455821641e-25,9.838950158642462e-29,-2.2204570721754597e-14,2.220457072200334e-14,2.7302341596085598e-27,-3.9265804070865696e-26,-2.852783730123593e-32,-1.1248225008359901e-26,6.93966313669997e-27,8.267195264967532e-20,5.51147466355175e-20,3.3757246530111564e-32,-2.220446049250313e-14,4.9695605833245864e-36,8.900929140215814e-45,1.1022925146508266e-19,1.102292487348485e-19,5.779910233014412e-20,5.243018567050845e-20,-1.1291370838058866e-19,1.6534389405112563e-19
3.4109999999999996,700,101325.00000000001,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999995,0.0,0.0,0.8799999999999989,1.7339095785773139e-15,5.779710685564946e-16,3.144833623715459e-25,0.06599999999999898,4.620275216230841e-29,4.260558231567231e-19,1.4340116814793524e-12,2.2293638995428833e-08,3.36142959572248e-14,0.0009467281986037269,0.9990532308759894,4.78340281525162e-10,1.699071915866836e-08,6.770145711846912e-22,1.161240666414711e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967532e-20,1.6534389405112563e-19,5.51147466355175e-20,3.3757246530111564e-32,2.220446049250313e-14,4.969560574423657e-36,6.93962937448388e-27,4.21020086978784e-27,-2.122100455821641e-25,9.838950158642462e-29,-2.2204570721754597e-14,2.220457072200334e-14,2.7302341596085598e-27,-3.9265804070865696e-26,-2.852783730123593e-32,-1.1248225008359901e-26,6.93966313669997e-27,8.267195264967532e-20,5.51147466355175e-20,3.3757246530111564e-32,-2.220446049250313e-14,4.9695605833245864e-36,8.900929140215814e-45,1.1022925146508266e-19,1.102292487348485e-19,5.779910233014412e-20,5.243018567050845e-20,-1.1291370838058866e-19,1.6534389405112563e-19
3.4109999999999996,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999996,0.0,0.0,0.8799999999999989,1.7384845381152178e-15,5.794960582589943e-16,3.144842844015553e-25,0.06599999999999899,4.6202888733953724e-29,4.2605707242664825e-19,1.4340116814801105e-12,2.2293638995428803e-08,3.361429595724253e-14,0.0009467281986036588,0.9990532308759896,4.783402815251621e-10,1.6990719158668362e-08,6.770145743374275e-22,1.1612406664147106e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967513e-20,1.6534389405128373e-19,5.511474663551731e-20,3.4727004390284996e-32,6.855627177060342e-15,4.963720067302757e-36,6.931444859130974e-27,4.21812583076775e-27,-2.122018028908858e-25,9.850101293020464e-29,-6.855737406311806e-15,6.8557374065605445e-15,2.729988651688899e-27,-3.9265567012963666e-26,-3.9914898097425463e-32,-1.1248066528399602e-26,6.931479591099084e-27,8.267195264967513e-20,5.511474663551731e-20,3.4727004390284996e-32,-6.855627177060342e-15,4.9637200762037125e-36,8.90095541545923e-45,1.1022925146513298e-19,1.1022924873514432e-19,5.779910233017525e-20,5.2430185670536085e-20,-1.1291370838070773e-19,1.6534389405128373e-19
3.4199999999999995,700,101324.99999999999,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.05399999999999996,0.0,0.0,0.8799999999999989,1.7384845381152178e-15,5.794960582589943e-16,3.144842844015553e-25,0.06599999999999899,4.6202888733953724e-29,4.2605707242664825e-19,1.4340116814801105e-12,2.2293638995428803e-08,3.361429595724253e-14,0.0009467281986036588,0.9990532308759896,4.783402815251621e-10,1.6990719158668362e-08,6.770145743374275e-22,1.1612406664147106e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967513e-20,1.6534389405128373e-19,5.511474663551731e-20,3.4727004390284996e-32,6.855627177060342e-15,4.963720067302757e-36,6.931444859130974e-27,4.21812583076775e-27,-2.122018028908858e-25,9.850101293020464e-29,-6.855737406311806e-15,6.8557374065605445e-15,2.729988651688899e-27,-3.9265567012963666e-26,-3.9914898097425463e-32,-1.1248066528399602e-26,6.931479591099084e-27,8.267195264967513e-20,5.511474663551731e-20,3.4727004390284996e-32,-6.855627177060342e-15,4.9637200762037125e-36,8.90095541545923e-45,1.1022925146513298e-19,1.1022924873514432e-19,5.779910233017525e-20,5.2430185670536085e-20,-1.1291370838070773e-19,1.6534389405128373e-19
3.4199999999999995,700,101324.99999999994,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999965,0.0,0.0,0.8799999999999988,1.7430594977219202e-15,5.810210479844253e-16,3.144852048336823e-25,0.06599999999999898,4.6203025133859586e-29,4.2605832014041463e-19,1.4340116814808694e-12,2.2293638995428763e-08,3.361429595726027e-14,0.0009467281986037909,0.9990532308759895,4.783402815251621e-10,1.6990719158668362e-08,6.770145774901693e-22,1.1612406664147096e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967496e-20,1.653438940514432e-19,5.511474663551711e-20,4.0535983027309896e-32,3.5638159090467525e-14,4.957895472495197e-36,6.923265698430326e-27,4.2260171361218826e-27,-2.121935701181467e-25,9.863589423015359e-29,-3.563826931971899e-14,3.563826931996772e-14,2.7297665438180625e-27,-3.926533020182141e-26,-5.25538133574667e-32,-1.1247906724362467e-26,6.923306239371249e-27,8.267195264967496e-20,5.511474663551711e-20,4.0535983027309896e-32,-3.5638159090467525e-14,4.9578954813961785e-36,8.900981657617105e-45,1.102292514652067e-19,1.1022924873544015e-19,5.77991023302066e-20,5.243018567056375e-20,-1.129137083808269e-19,1.653438940514432e-19
3.4289999999999994,700,101324.99999999994,5.8333e-05,0.066,0.88,0.05399999999999999,0.075,700.0,1e-11,1e-22,IdealGasReactor,off,0.053999999999999965,0.0,0.0,0.8799999999999988,1.7430594977219202e-15,5.810210479844253e-16,3.144852048336823e-25,0.06599999999999898,4.6203025133859586e-29,4.2605832014041463e-19,1.4340116814808694e-12,2.2293638995428763e-08,3.361429595726027e-14,0.0009467281986037909,0.9990532308759895,4.783402815251621e-10,1.6990719158668362e-08,6.770145774901693e-22,1.1612406664147096e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.267195264967496e-20,1.653438940514432e-19,5.511474663551711e-20,4.0535983027309896e-32,3.5638159090467525e-14,4.957895472495197e-36,6.923265698430326e-27,4.2260171361218826e-27,-2.121935701181467e-25,9.863589423015359e-29,-3.563826931971899e-14,3.563826931996772e-14,2.7297665438180625e-27,-3.926533020182141e-26,-5.25538133574667e-32,-1.1247906724362467e-26,6.923306239371249e-27,8.267195264967496e-20,5.511474663551711e-20,4.0535983027309896e-32,-3.5638159090467525e-14,4.9578954813961785e-36,8.900981657617105e-45,1.102292514652067e-19,1.1022924873544015e-19,5.77991023302066e-20,5.243018567056375e-20,-1.129137083808269e-19,1.653438940514432e-19
